BBC Science and Environment;http://feeds.bbci.co.uk/news/science_and_environment/rss.xml
BBC Technology;http://feeds.bbci.co.uk/news/video_and_audio/technology/rss.xml
BBC Entertainment and Arts;http://feeds.bbci.co.uk/news/video_and_audio/entertainment_and_arts/rss.xml
ESPN Soccer;https://www.espn.com/espn/rss/soccer/news
New York Times Sports;https://rss.nytimes.com/services/xml/rss/nyt/Sports.xml
